region,age_group,coverage_rate,report_date,gender
Centre,13-17 years,94.96,2023-08-20,Male
Centre,6-12 years,73.31,2023-11-25,Female
North,18+ years,70.52,2023-01-13,Female
North,18+ years,83.76,2023-04-29,Male
West,6-12 years,83.88,2023-12-18,Female
East,6-12 years,65.01,2023-11-27,Female
Centre,13-17 years,77.9,2023-12-16,Female
Centre,0-5 years,67.23,2023-05-09,Female
East,0-5 years,77.76,2023-08-26,Female
East,0-5 years,75.18,2023-10-19,Female
South,13-17 years,57.67,2023-04-11,Male
Centre,6-12 years,88.21,2023-09-08,Male
North,13-17 years,86.0,2023-03-02,Female
North,18+ years,81.16,2023-10-01,Male
North,0-5 years,99.31,2023-03-05,Female
West,13-17 years,93.92,2023-01-09,Male
South,6-12 years,75.88,2023-07-12,Female
West,13-17 years,60.51,2023-02-08,Male
South,13-17 years,89.62,2023-05-07,Female
East,18+ years,85.8,2023-01-03,Female
Centre,0-5 years,76.52,2023-10-27,Female
South,6-12 years,86.95,2023-11-13,Male
Centre,0-5 years,78.12,2023-10-05,Male
West,18+ years,78.7,2023-02-13,Male
Centre,13-17 years,66.7,2023-10-19,Male
West,6-12 years,65.52,2023-11-25,Male
South,13-17 years,84.16,2023-05-25,Male
Centre,6-12 years,81.23,2023-06-06,Male
South,18+ years,97.89,2023-11-08,Female
South,18+ years,67.23,2023-09-13,Male
South,18+ years,58.07,2023-05-11,Male
North,18+ years,76.3,2023-03-10,Male
East,0-5 years,52.72,2023-08-29,Female
East,6-12 years,82.36,2023-01-08,Male
West,6-12 years,78.99,2023-11-23,Male
Centre,18+ years,95.04,2023-05-17,Female
North,0-5 years,79.29,2023-03-01,Female
East,6-12 years,72.87,2023-05-03,Female
Centre,13-17 years,91.26,2023-07-29,Female
Centre,13-17 years,63.74,2023-02-17,Female
South,0-5 years,68.64,2023-06-06,Female
East,6-12 years,67.54,2023-04-20,Male
South,18+ years,71.44,2023-06-30,Female
West,0-5 years,50.86,2023-02-25,Male
North,13-17 years,79.45,2023-02-11,Female
West,18+ years,81.11,2023-05-05,Male
Centre,13-17 years,96.37,2023-01-27,Female
East,6-12 years,56.53,2023-07-10,Female
Centre,0-5 years,91.73,2023-03-19,Male
Centre,0-5 years,97.97,2023-02-09,Male
North,6-12 years,86.08,2023-06-01,Female
South,13-17 years,66.0,2023-07-15,Male
Centre,13-17 years,96.09,2023-10-17,Female
Centre,6-12 years,76.67,2023-09-07,Male
North,13-17 years,67.87,2023-04-23,Female
Centre,13-17 years,58.49,2023-04-14,Male
South,6-12 years,84.04,2023-06-07,Male
South,0-5 years,68.98,2023-03-16,Male
West,6-12 years,64.34,2023-07-18,Female
North,6-12 years,79.1,2023-08-04,Female
East,18+ years,65.66,2023-07-13,Male
East,0-5 years,67.56,2023-03-17,Female
East,0-5 years,59.75,2023-09-10,Female
South,13-17 years,66.32,2023-06-03,Male
South,18+ years,68.12,2023-01-25,Female
South,0-5 years,67.04,2023-05-06,Female
East,0-5 years,60.82,2023-06-28,Male
Centre,0-5 years,78.28,2023-07-02,Male
East,0-5 years,86.42,2023-05-04,Female
Centre,18+ years,84.5,2023-04-05,Male
North,13-17 years,62.72,2023-10-29,Female
Centre,18+ years,70.7,2023-01-03,Male
South,18+ years,85.42,2023-06-16,Male
North,6-12 years,78.9,2023-01-28,Female
South,6-12 years,81.2,2023-05-09,Male
South,13-17 years,95.73,2023-01-26,Female
Centre,18+ years,65.13,2023-11-07,Female
North,13-17 years,75.94,2023-12-10,Male
North,0-5 years,77.57,2023-12-01,Female
East,13-17 years,80.98,2023-05-19,Male
West,6-12 years,76.85,2023-04-29,Female
East,18+ years,91.95,2023-12-04,Male
South,6-12 years,74.27,2023-03-26,Female
West,18+ years,74.97,2023-02-02,Male
Centre,13-17 years,56.1,2023-02-10,Female
East,0-5 years,52.35,2023-02-06,Female
Centre,13-17 years,77.06,2023-11-26,Male
West,13-17 years,57.0,2023-12-22,Female
East,13-17 years,80.9,2023-05-18,Female
East,0-5 years,68.5,2023-04-01,Female
West,18+ years,83.0,2023-07-31,Male
East,6-12 years,93.58,2023-09-26,Male
East,13-17 years,73.77,2023-01-13,Male
West,6-12 years,71.04,2023-03-17,Male
West,18+ years,99.82,2023-02-25,Male
South,0-5 years,65.34,2023-01-02,Male
Centre,6-12 years,59.57,2023-03-27,Female
West,13-17 years,61.94,2023-08-11,Male
Centre,18+ years,89.95,2023-04-08,Male
South,13-17 years,98.67,2023-02-13,Female
South,18+ years,69.67,2023-01-31,Male
North,13-17 years,65.65,2023-12-06,Male
West,0-5 years,72.69,2023-07-27,Female
North,18+ years,86.7,2023-12-19,Female
Centre,18+ years,93.22,2023-05-10,Female
East,18+ years,72.13,2023-03-13,Female
West,0-5 years,68.77,2023-12-10,Female
Centre,0-5 years,88.25,2023-04-27,Female
East,18+ years,95.59,2023-03-18,Female
West,18+ years,76.44,2023-11-12,Male
South,0-5 years,64.43,2023-11-23,Female
East,0-5 years,81.58,2023-11-12,Female
Centre,0-5 years,79.47,2023-03-16,Female
South,6-12 years,62.4,2023-07-18,Male
East,18+ years,56.67,2023-11-21,Male
North,18+ years,83.46,2023-04-19,Male
South,13-17 years,90.79,2023-12-28,Male
South,0-5 years,91.24,2023-10-25,Male
Centre,0-5 years,60.48,2023-09-13,Male
West,13-17 years,98.66,2023-11-19,Female
Centre,18+ years,68.43,2023-04-29,Male
Centre,6-12 years,71.39,2023-02-08,Male
East,6-12 years,62.18,2023-05-29,Male
Centre,6-12 years,71.06,2023-11-15,Female
West,0-5 years,55.0,2023-06-09,Female
Centre,0-5 years,72.7,2023-12-30,Female
Centre,6-12 years,85.03,2023-01-11,Female
Centre,6-12 years,81.78,2023-09-09,Male
West,6-12 years,89.17,2023-07-13,Female
Centre,18+ years,55.7,2023-02-17,Female
North,18+ years,61.67,2023-10-07,Female
West,18+ years,68.67,2023-01-29,Male
South,18+ years,99.82,2023-10-09,Male
South,6-12 years,97.2,2023-03-13,Female
West,0-5 years,60.19,2023-07-02,Male
Centre,6-12 years,96.7,2023-08-31,Female
Centre,6-12 years,57.1,2023-08-25,Male
South,13-17 years,90.11,2023-09-29,Male
Centre,13-17 years,61.75,2023-10-05,Female
South,6-12 years,70.75,2023-04-21,Male
Centre,6-12 years,78.66,2023-01-07,Female
North,13-17 years,63.64,2023-01-28,Male
Centre,13-17 years,77.15,2023-05-30,Female
North,0-5 years,58.31,2023-10-10,Female
East,6-12 years,55.11,2023-04-20,Male
East,6-12 years,68.44,2023-07-31,Male
East,18+ years,60.22,2023-10-13,Female
West,6-12 years,97.02,2023-09-25,Male
East,0-5 years,70.85,2023-12-26,Male
East,0-5 years,66.39,2023-05-02,Male
East,0-5 years,89.9,2023-10-20,Female
Centre,18+ years,98.21,2023-01-26,Female
West,18+ years,75.07,2023-12-17,Male
East,13-17 years,78.6,2023-08-16,Female
North,13-17 years,83.31,2023-04-30,Female
North,6-12 years,65.3,2023-04-23,Female
East,0-5 years,71.1,2023-10-14,Male
Centre,6-12 years,59.36,2023-01-25,Female
Centre,18+ years,58.33,2023-06-27,Male
Centre,6-12 years,73.64,2023-04-12,Female
West,18+ years,60.75,2023-05-13,Male
Centre,18+ years,58.6,2023-05-06,Female
Centre,6-12 years,69.56,2023-07-18,Female
South,6-12 years,63.01,2023-02-05,Female
West,18+ years,65.23,2023-07-29,Female
East,6-12 years,50.06,2023-09-15,Female
North,0-5 years,51.35,2023-04-12,Male
East,18+ years,87.7,2023-05-16,Female
East,6-12 years,87.85,2023-12-23,Male
North,13-17 years,98.39,2023-11-03,Female
East,6-12 years,55.11,2023-03-11,Male
East,13-17 years,69.51,2023-03-02,Male
West,18+ years,50.87,2023-01-25,Male
Centre,18+ years,85.55,2023-02-15,Female
East,6-12 years,62.64,2023-03-09,Male
West,18+ years,89.28,2023-11-24,Female
East,6-12 years,85.38,2023-09-17,Male
West,0-5 years,56.36,2023-11-24,Male
North,6-12 years,78.85,2023-09-10,Male
Centre,6-12 years,52.84,2023-07-27,Female
West,18+ years,96.46,2023-08-25,Male
Centre,13-17 years,63.68,2023-07-11,Male
West,0-5 years,61.55,2023-11-21,Female
East,18+ years,60.55,2023-05-13,Male
South,6-12 years,64.68,2023-09-14,Female
West,13-17 years,86.87,2023-12-17,Male
North,0-5 years,52.06,2023-09-25,Female
South,0-5 years,65.19,2023-03-17,Male
South,13-17 years,65.02,2023-11-30,Male
North,6-12 years,76.86,2023-11-08,Female
South,18+ years,62.08,2023-10-16,Male
Centre,13-17 years,94.9,2023-01-28,Female
East,18+ years,72.42,2023-02-05,Male
South,13-17 years,61.71,2023-10-31,Female
North,0-5 years,93.14,2023-04-29,Female
North,0-5 years,96.81,2023-09-24,Male
South,18+ years,60.01,2023-09-12,Male
Centre,18+ years,75.07,2023-03-31,Male
North,0-5 years,86.31,2023-07-16,Male
East,18+ years,92.5,2023-03-27,Female
North,18+ years,61.16,2023-05-06,Male
South,18+ years,70.61,2023-12-03,Female
East,18+ years,59.88,2023-09-12,Male
North,13-17 years,59.37,2023-01-25,Male
Centre,13-17 years,55.45,2023-10-11,Male
Centre,18+ years,64.99,2023-09-13,Male
East,13-17 years,79.56,2023-04-12,Male
North,18+ years,50.68,2023-01-20,Female
Centre,18+ years,90.86,2023-04-14,Female
West,13-17 years,85.96,2023-07-31,Female
East,0-5 years,81.23,2023-04-03,Male
Centre,18+ years,65.89,2023-06-12,Male
West,0-5 years,51.37,2023-08-27,Female
North,0-5 years,76.79,2023-12-22,Female
Centre,13-17 years,66.1,2023-02-18,Male
South,18+ years,86.63,2023-10-19,Female
Centre,6-12 years,69.43,2023-05-30,Male
East,6-12 years,75.97,2023-09-30,Male
West,18+ years,54.45,2023-11-14,Female
Centre,6-12 years,99.62,2023-02-19,Male
Centre,13-17 years,66.15,2023-12-25,Male
North,6-12 years,52.38,2023-09-12,Male
North,18+ years,62.87,2023-07-24,Male
East,18+ years,84.58,2023-12-24,Female
North,0-5 years,69.56,2023-03-19,Male
South,18+ years,53.87,2023-04-03,Female
East,6-12 years,61.56,2023-11-03,Female
West,13-17 years,75.41,2023-06-19,Male
North,0-5 years,55.4,2023-05-16,Male
Centre,0-5 years,61.03,2023-11-10,Female
West,0-5 years,59.13,2023-08-19,Male
West,6-12 years,92.77,2023-04-05,Male
South,6-12 years,68.74,2023-04-04,Male
Centre,0-5 years,69.39,2023-08-27,Male
South,18+ years,68.13,2023-02-24,Female
North,0-5 years,74.32,2023-07-17,Male
Centre,13-17 years,61.96,2023-08-27,Male
North,13-17 years,90.14,2023-09-15,Male
Centre,18+ years,73.23,2023-07-25,Male
East,6-12 years,81.12,2023-08-24,Female
East,6-12 years,86.74,2023-04-23,Male
Centre,18+ years,80.64,2023-10-14,Female
East,0-5 years,70.26,2023-03-04,Male
South,6-12 years,80.11,2023-04-09,Male
South,0-5 years,96.15,2023-02-23,Female
South,13-17 years,64.42,2023-10-05,Female
South,18+ years,55.53,2023-05-21,Male
Centre,13-17 years,76.65,2023-04-25,Male
West,13-17 years,69.92,2023-02-10,Female
East,0-5 years,52.59,2023-08-23,Male
Centre,13-17 years,93.63,2023-07-12,Male
East,13-17 years,55.88,2023-10-14,Female
Centre,13-17 years,54.15,2023-12-31,Male
East,13-17 years,84.33,2023-11-10,Male
West,6-12 years,66.41,2023-02-19,Male
North,13-17 years,68.61,2023-09-10,Male
Centre,0-5 years,82.33,2023-02-11,Male
South,6-12 years,78.13,2023-11-02,Male
West,18+ years,87.5,2023-10-25,Female
Centre,13-17 years,61.48,2023-03-16,Female
West,13-17 years,58.7,2023-03-09,Female
East,6-12 years,82.04,2023-10-21,Female
West,13-17 years,96.86,2023-07-21,Male
West,0-5 years,78.1,2023-07-11,Male
West,0-5 years,82.52,2023-07-11,Female
Centre,0-5 years,64.42,2023-06-30,Female
South,0-5 years,75.0,2023-10-23,Female
West,13-17 years,91.78,2023-06-23,Male
North,0-5 years,81.44,2023-10-29,Female
West,18+ years,99.65,2023-07-28,Male
South,6-12 years,93.63,2023-07-20,Male
North,6-12 years,73.53,2023-11-25,Male
East,13-17 years,89.4,2023-10-02,Female
North,13-17 years,50.96,2023-11-24,Female
Centre,13-17 years,60.08,2023-04-23,Male
South,18+ years,72.76,2023-09-24,Male
East,0-5 years,76.93,2023-09-22,Male
East,18+ years,74.75,2023-09-27,Female
West,18+ years,90.44,2023-12-19,Male
Centre,0-5 years,59.4,2023-04-08,Female
South,18+ years,76.73,2023-11-20,Female
South,13-17 years,96.16,2023-11-21,Male
West,0-5 years,86.04,2023-09-06,Female
North,0-5 years,72.87,2023-05-02,Female
West,0-5 years,61.03,2023-07-11,Male
East,6-12 years,70.32,2023-12-28,Female
South,18+ years,66.22,2023-09-15,Male
North,6-12 years,52.72,2023-05-26,Female
Centre,6-12 years,50.86,2023-02-15,Female
North,6-12 years,64.57,2023-01-13,Male
Centre,18+ years,67.87,2023-09-10,Female
Centre,13-17 years,56.78,2023-07-08,Male
East,0-5 years,51.79,2023-07-08,Female
North,6-12 years,70.56,2023-01-03,Female
North,6-12 years,51.97,2023-09-07,Male
Centre,6-12 years,57.57,2023-01-22,Female
East,6-12 years,75.02,2023-05-22,Male
South,13-17 years,70.65,2023-08-10,Male
South,18+ years,55.1,2023-04-24,Female
North,6-12 years,76.01,2023-09-14,Female
North,0-5 years,60.54,2023-09-30,Female
South,18+ years,85.41,2023-09-21,Male
East,0-5 years,52.54,2023-12-23,Female
Centre,13-17 years,70.83,2023-05-11,Female
West,0-5 years,90.74,2023-09-28,Male
Centre,18+ years,86.48,2023-03-07,Female
North,13-17 years,72.87,2023-07-30,Male
West,0-5 years,68.71,2023-11-17,Male
North,13-17 years,79.88,2023-08-07,Male
North,6-12 years,55.43,2023-01-30,Female
East,18+ years,93.8,2023-06-16,Female
West,0-5 years,52.35,2023-02-06,Male
South,13-17 years,76.39,2023-11-14,Male
South,6-12 years,71.42,2023-07-18,Male
Centre,13-17 years,89.23,2023-05-29,Male
Centre,13-17 years,60.76,2023-06-25,Female
South,18+ years,92.51,2023-01-26,Female
West,18+ years,78.56,2023-08-24,Female
West,6-12 years,59.14,2023-09-22,Male
South,0-5 years,81.86,2023-05-19,Male
Centre,0-5 years,94.64,2023-10-12,Female
South,18+ years,52.96,2023-02-13,Male
South,0-5 years,67.83,2023-07-04,Female
West,6-12 years,54.59,2023-12-16,Male
North,18+ years,80.49,2023-04-10,Male
Centre,13-17 years,78.06,2023-03-27,Male
North,18+ years,68.94,2023-01-05,Male
South,13-17 years,59.28,2023-09-23,Male
West,18+ years,65.42,2023-07-24,Male
North,18+ years,58.34,2023-03-21,Male
South,6-12 years,99.85,2023-06-09,Male
East,0-5 years,54.01,2023-02-21,Female
North,18+ years,52.14,2023-08-02,Male
North,18+ years,98.66,2023-09-19,Female
Centre,13-17 years,87.5,2023-05-21,Male
East,6-12 years,67.33,2023-08-25,Female
East,0-5 years,54.18,2023-05-19,Male
North,13-17 years,92.93,2023-11-21,Female
West,18+ years,63.87,2023-08-05,Female
East,0-5 years,95.85,2023-02-09,Female
West,18+ years,78.83,2023-10-28,Female
North,6-12 years,54.98,2023-06-21,Female
Centre,6-12 years,98.78,2023-01-27,Female
South,18+ years,55.89,2023-06-07,Male
North,18+ years,92.39,2023-02-23,Male
West,6-12 years,79.17,2023-12-09,Male
North,6-12 years,85.48,2023-05-27,Female
East,13-17 years,94.09,2023-08-29,Male
North,18+ years,59.69,2023-07-06,Female
North,13-17 years,92.57,2023-10-13,Female
North,13-17 years,89.43,2023-07-16,Female
West,13-17 years,71.5,2023-02-04,Female
East,18+ years,94.07,2023-08-08,Male
South,13-17 years,87.67,2023-09-17,Female
Centre,18+ years,62.24,2023-11-04,Male
South,6-12 years,89.09,2023-10-27,Male
West,18+ years,98.9,2023-02-05,Female
North,13-17 years,68.1,2023-11-09,Female
Centre,0-5 years,93.74,2023-11-05,Male
East,0-5 years,96.54,2023-07-10,Female
Centre,0-5 years,58.98,2023-07-11,Male
West,13-17 years,80.22,2023-07-01,Female
East,18+ years,79.63,2023-01-16,Female
South,6-12 years,80.25,2023-04-19,Male
South,18+ years,70.06,2023-10-27,Female
North,13-17 years,52.44,2023-03-14,Male
North,13-17 years,75.6,2023-11-17,Male
West,18+ years,62.11,2023-01-20,Female
North,0-5 years,67.37,2023-03-22,Female
North,0-5 years,97.02,2023-06-12,Female
Centre,6-12 years,80.11,2023-09-20,Female
North,6-12 years,93.79,2023-04-20,Female
East,0-5 years,93.06,2023-08-24,Male
Centre,6-12 years,53.32,2023-10-06,Female
North,0-5 years,66.31,2023-05-20,Female
West,0-5 years,88.14,2023-09-06,Female
North,0-5 years,52.3,2023-03-27,Female
East,13-17 years,52.01,2023-07-02,Male
West,0-5 years,60.6,2023-03-06,Male
Centre,18+ years,89.48,2023-06-11,Male
West,0-5 years,91.56,2023-10-09,Female
Centre,6-12 years,84.24,2023-02-05,Female
Centre,6-12 years,95.2,2023-05-03,Female
Centre,13-17 years,63.26,2023-08-28,Female
South,13-17 years,60.87,2023-10-10,Male
North,13-17 years,61.82,2023-05-25,Female
East,18+ years,70.63,2023-07-03,Female
Centre,0-5 years,74.17,2023-12-22,Female
Centre,0-5 years,61.68,2023-03-06,Female
North,13-17 years,56.6,2023-03-10,Male
East,18+ years,61.43,2023-05-18,Female
South,0-5 years,51.37,2023-01-27,Female
West,13-17 years,84.97,2023-05-14,Female
West,0-5 years,55.52,2023-09-01,Male
West,13-17 years,60.65,2023-06-27,Male
North,18+ years,66.1,2023-05-03,Male
South,13-17 years,57.6,2023-09-05,Female
Centre,6-12 years,99.29,2023-07-12,Female
East,18+ years,57.57,2023-06-12,Male
Centre,0-5 years,72.14,2023-03-24,Male
North,0-5 years,58.29,2023-09-17,Female
West,6-12 years,63.61,2023-06-08,Male
South,13-17 years,92.34,2023-10-31,Male
East,13-17 years,82.47,2023-10-23,Male
South,0-5 years,73.24,2023-01-08,Male
North,18+ years,75.96,2023-08-27,Female
West,6-12 years,65.12,2023-06-19,Female
West,0-5 years,60.92,2023-02-28,Female
West,18+ years,76.06,2023-07-28,Female
North,13-17 years,81.9,2023-11-16,Male
East,18+ years,53.2,2023-04-08,Female
East,18+ years,80.99,2023-05-17,Male
West,0-5 years,87.9,2023-12-02,Male
Centre,18+ years,70.14,2023-07-09,Male
North,13-17 years,98.55,2023-05-31,Female
East,18+ years,66.16,2023-09-03,Male
Centre,13-17 years,70.92,2023-03-21,Male
South,18+ years,63.97,2023-04-14,Female
North,18+ years,63.61,2023-05-08,Male
North,13-17 years,61.87,2023-11-03,Female
South,0-5 years,93.02,2023-12-17,Female
East,18+ years,93.23,2023-03-30,Male
North,6-12 years,87.55,2023-08-29,Female
West,0-5 years,97.28,2023-07-02,Male
East,18+ years,50.22,2023-11-11,Male
East,6-12 years,82.43,2023-05-29,Male
East,18+ years,69.21,2023-04-06,Male
East,18+ years,52.49,2023-03-08,Female
West,6-12 years,92.33,2023-02-02,Female
South,18+ years,78.85,2023-03-23,Female
South,0-5 years,79.44,2023-01-22,Female
North,13-17 years,66.68,2023-05-14,Male
North,18+ years,81.9,2023-04-24,Male
East,18+ years,88.22,2023-11-21,Male
Centre,18+ years,65.23,2023-10-31,Male
North,13-17 years,89.7,2023-09-08,Female
North,18+ years,50.18,2023-10-10,Female
South,6-12 years,92.13,2023-10-07,Male
North,18+ years,84.63,2023-03-06,Female
Centre,0-5 years,77.88,2023-12-05,Female
South,13-17 years,81.29,2023-12-26,Male
South,6-12 years,78.77,2023-05-19,Female
West,6-12 years,91.46,2023-04-12,Male
Centre,13-17 years,88.65,2023-12-05,Female
Centre,6-12 years,89.22,2023-09-07,Male
West,18+ years,66.61,2023-10-06,Female
North,6-12 years,73.64,2023-06-07,Male
Centre,18+ years,96.02,2023-01-25,Male
Centre,13-17 years,51.61,2023-09-15,Male
South,0-5 years,79.74,2023-01-22,Male
Centre,18+ years,90.34,2023-12-23,Female
North,0-5 years,90.13,2023-02-17,Female
West,6-12 years,98.01,2023-06-18,Male
South,18+ years,55.98,2023-03-15,Male
North,13-17 years,86.91,2023-03-27,Female
Centre,0-5 years,84.84,2023-01-16,Female
Centre,0-5 years,77.43,2023-07-22,Female
East,13-17 years,92.3,2023-06-05,Female
South,13-17 years,95.81,2023-10-09,Female
North,6-12 years,70.21,2023-10-20,Male
North,6-12 years,84.45,2023-07-19,Male
South,0-5 years,96.54,2023-02-05,Male
Centre,6-12 years,98.7,2023-02-02,Male
West,6-12 years,97.69,2023-06-21,Female
West,18+ years,96.33,2023-06-20,Male
Centre,0-5 years,85.48,2023-01-13,Male
South,0-5 years,89.48,2023-04-20,Female
North,13-17 years,53.74,2023-01-11,Male
North,18+ years,83.39,2023-11-18,Male
Centre,18+ years,73.54,2023-02-11,Male
South,18+ years,92.47,2023-11-29,Female
North,0-5 years,62.74,2023-11-07,Male
West,0-5 years,77.85,2023-12-26,Female
South,18+ years,89.23,2023-04-11,Male
South,6-12 years,63.65,2023-08-23,Male
East,13-17 years,57.0,2023-08-18,Male
Centre,13-17 years,52.87,2023-11-15,Male
East,13-17 years,86.85,2023-04-29,Female
West,6-12 years,95.94,2023-04-12,Male
Centre,6-12 years,65.69,2023-10-24,Female
South,0-5 years,61.04,2023-04-05,Male
South,0-5 years,50.1,2023-12-04,Female
Centre,6-12 years,74.42,2023-07-09,Female
North,0-5 years,89.25,2023-03-21,Female
West,6-12 years,66.81,2023-05-21,Male
Centre,13-17 years,56.88,2023-10-16,Female
East,6-12 years,77.62,2023-01-04,Female
North,6-12 years,83.37,2023-09-16,Female
North,13-17 years,96.42,2023-07-07,Female
Centre,0-5 years,77.16,2023-11-20,Male
North,6-12 years,94.48,2023-11-09,Female
South,0-5 years,79.81,2023-05-20,Female
North,6-12 years,92.31,2023-02-19,Female
West,6-12 years,67.8,2023-02-07,Male
East,13-17 years,87.67,2023-11-23,Female
East,6-12 years,50.42,2023-09-01,Female
Centre,13-17 years,91.0,2023-09-18,Male
West,18+ years,82.36,2023-10-19,Male
Centre,13-17 years,79.27,2023-10-11,Male
East,0-5 years,54.42,2023-08-17,Male
Centre,0-5 years,86.14,2023-01-18,Male
West,13-17 years,74.81,2023-04-19,Female
Centre,0-5 years,85.61,2023-10-30,Female
East,13-17 years,85.97,2023-06-18,Male
East,18+ years,74.04,2023-08-30,Female
North,18+ years,58.2,2023-02-25,Female
South,13-17 years,99.73,2023-12-11,Female
North,0-5 years,90.34,2023-03-15,Female
West,18+ years,52.21,2023-07-04,Female
West,18+ years,58.05,2023-01-08,Female
